# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V"], "device name": "00:07:80:3B:46:38", "column": ["nSeq", "DI", "RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "sync interval": 2, "time": "14:37:38.976", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-5-9", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	32799	32937	32790	32621	32793	32727	32804	32709	
1	0	32816	32902	32851	32757	32738	32607	32675	32807	
2	0	32762	32763	32903	32718	32646	32455	32595	32790	
3	0	32780	32773	32815	32627	32765	32511	32677	32805	
4	0	32775	32737	32762	32663	32756	32729	32775	32706	
5	0	32741	32773	32775	32775	32663	32575	32484	32831	
6	0	32761	32835	32799	32677	32727	32517	32761	32869	
7	0	32753	32711	32775	32763	32753	32723	32683	32973	
8	0	32800	32751	32735	32742	32711	32509	32663	32854	
9	0	32775	32789	32775	32659	32679	32753	32647	32855	
10	0	32767	32835	32786	32707	32759	32711	32647	32667	
11	0	32760	32826	32839	32581	32684	32739	32642	32809	
12	0	32796	32818	32735	32698	32723	32727	32583	32783	
13	0	32754	32771	32695	32786	32683	32543	32711	32871	
14	0	32711	32799	32692	32737	32647	32678	32709	32667	
15	0	32771	32831	32769	32758	32711	32773	32510	32771	
16	0	32775	32847	32720	32751	32679	32805	32715	32607	
17	0	32748	32802	32751	32743	32657	32716	32671	32867	
18	0	32848	32797	32743	32854	32803	32421	32527	32590	
19	0	32831	32703	32771	32726	32698	32523	32655	32775	
20	0	32775	32761	32783	32702	32709	32791	32743	32766	
21	0	32751	32814	32727	32717	32706	32727	32647	32730	
22	0	32758	32845	32739	32690	32790	32665	32647	32807	
23	0	32773	32881	32891	32660	32729	32607	32671	32775	
24	0	32771	32847	32765	32663	32667	32655	32690	32901	
25	0	32750	32838	32787	32647	32751	32519	32727	32756	
26	0	32804	32775	32767	32706	32748	32366	32599	32809	
27	0	32742	32833	32767	32769	32708	32463	32801	32599	
28	0	32798	32741	32807	32759	32701	32667	32747	32751	
29	0	32752	32773	32766	32635	32797	32771	32771	32847	
30	0	32756	32843	32815	32697	32727	32751	32631	32623	
31	0	32799	32775	32758	32839	32743	32699	32695	32775	
32	0	32762	32819	32724	32701	32698	32738	32717	32610	
33	0	32724	32839	32677	32807	32738	32626	32773	32791	
34	0	32748	32775	32803	32735	32775	32519	32519	32787	
35	0	32738	32839	32812	32713	32666	32524	32561	32738	
36	0	32743	32775	32743	32591	32759	32677	32701	32831	
37	0	32770	32749	32727	32686	32753	32695	32637	32637	
38	0	32775	32775	32775	32647	32710	32555	32489	32831	
39	0	32791	32727	32839	32763	32723	32695	32713	32646	
40	0	32743	32715	32775	32813	32659	32626	32658	32871	
41	0	32772	32667	32775	32711	32724	32575	32737	32775	
42	0	32717	32684	32836	32805	32647	32575	32487	32848	
43	0	32755	32727	32851	32668	32727	32827	32686	32732	
44	0	32735	32758	32775	32646	32695	32695	32703	32804	
45	0	32722	32775	32791	32767	32775	32695	32563	32739	
46	0	32722	32787	32745	32671	32775	32562	32679	32720	
47	0	32754	32747	32766	32733	32685	32575	32775	32714	
48	0	32822	32754	32807	32772	32802	32795	32583	32709	
49	0	32770	32735	32818	32782	32775	32659	32799	32775	
50	0	32742	32747	32734	32770	32764	32612	32719	32727	
51	0	32786	32733	32731	32623	32795	32640	32754	32795	
52	0	32731	32685	32767	32678	32766	32575	32555	32557	
53	0	32707	32775	32847	32711	32644	32785	32771	32795	
54	0	32684	32863	32735	32642	32671	32686	32715	32643	
55	0	32743	32763	32687	32583	32743	32633	32743	32762	
56	0	32730	32783	32810	32676	32749	32643	32669	32794	
57	0	32802	32823	32815	32622	32671	32578	32535	32775	
58	0	32772	32829	32775	32734	32796	32485	32701	32838	
59	0	32738	32747	32615	32719	32693	32730	32607	32829	
60	0	32772	32811	32628	32613	32603	32669	32662	32849	
61	0	32777	32775	32615	32759	32658	32641	32623	32707	
62	0	32794	32807	32787	32631	32610	32583	32646	32903	
63	0	32813	32785	32743	32782	32655	32647	32671	32615	
64	0	32792	32775	32663	32811	32695	32679	32637	32895	
65	0	32764	32787	32692	32635	32685	32613	32551	32684	
66	0	32751	32879	32755	32853	32727	32671	32775	32787	
67	0	32764	32787	32733	32771	32711	32689	32759	32611	
68	0	32797	32726	32775	32711	32827	32583	32709	32756	
69	0	32729	32751	32877	32791	32703	32539	32703	32751	
70	0	32786	32751	32871	32759	32839	32708	32607	32749	
71	0	32769	32739	32819	32690	32731	32621	32723	32893	
72	0	32804	32731	32806	32765	32715	32683	32695	32748	
73	0	32786	32706	32775	32683	32793	32666	32563	32775	
74	0	32788	32759	32775	32722	32811	32718	32749	32758	
75	0	32748	32689	32767	32839	32683	32674	32725	32699	
76	0	32683	32716	32711	32631	32687	32557	32670	32646	
77	0	32751	32754	32727	32751	32700	32477	32749	32769	
78	0	32722	32770	32775	32671	32647	32241	32534	32727	
79	0	32710	32727	32786	32615	32763	32468	32735	32847	
80	0	32749	32715	32827	32715	32673	32679	32623	32732	
81	0	32788	32751	32751	32583	32623	32673	32666	32791	
82	0	32789	32879	32772	32599	32579	32723	32535	32875	
83	0	32687	32900	32729	32719	32715	32743	32633	32783	
84	0	32728	32683	32813	32684	32643	32743	32742	32573	
85	0	32715	32749	32743	32695	32759	32586	32502	32790	
86	0	32750	32767	32751	32565	32759	32691	32705	32593	
87	0	32762	32739	32775	32775	32711	32694	32630	32692	
88	0	32762	32703	32754	32759	32716	32834	32589	32629	
89	0	32804	32738	32819	32687	32708	32762	32647	32715	
90	0	32752	32715	32794	32743	32705	32677	32775	32619	
91	0	32758	32757	32775	32613	32754	32639	32725	32767	
92	0	32791	32721	32799	32695	32737	32748	32647	32774	
93	0	32784	32711	32831	32683	32687	32775	32635	32711	
94	0	32762	32809	32762	32607	32756	32603	32711	32786	
95	0	32784	32743	32759	32739	32794	32365	32791	32775	
96	0	32751	32791	32775	32745	32694	32461	32626	32839	
97	0	32695	32802	32735	32663	32791	32641	32645	32606	
98	0	32763	32823	32759	32719	32698	32729	32769	32771	
99	0	32773	32850	32775	32773	32663	32615	32663	32743	
100	0	32728	32811	32655	32668	32741	32595	32647	32823	
101	0	32762	32815	32691	32743	32743	32692	32669	32727	
102	0	32734	32790	32775	32738	32685	32466	32707	32681	
103	0	32775	32805	32713	32699	32676	32451	32639	32786	
104	0	32760	32786	32719	32735	32719	32483	32692	32583	
105	0	32767	32747	32798	32854	32738	32579	32541	32807	
