# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V"], "device name": "EMGs", "column": ["nSeq", "DI", "RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "sync interval": 2, "time": "17:3:3.373", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-6-1", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	32860	32834	32703	32668	32775	32745	32719	32729	
1	0	32978	32705	32705	32699	32841	32772	32813	32487	
2	0	32929	32903	32787	32759	32594	32609	32835	32566	
3	0	32724	32765	32813	32727	32783	32790	32877	32594	
4	0	32828	32507	32790	32695	32807	32775	32757	32727	
5	0	32879	32677	32717	32667	32829	32754	32715	32685	
6	0	32620	32615	32716	32718	32887	32743	32811	32852	
7	0	32511	32471	32766	32719	32787	32782	32743	32821	
8	0	32504	32401	32775	32703	32863	32747	32795	32587	
9	0	32328	32391	32868	32758	32585	32750	32663	32685	
10	0	32212	32711	32837	32831	32822	32796	32701	32623	
11	0	32170	32933	32773	32869	32661	32847	32823	32727	
12	0	32340	33195	32879	32767	32799	32788	32683	32807	
13	0	32481	33234	32895	32796	32679	32835	32738	32621	
14	0	32576	32977	32868	32751	32799	32687	32639	32583	
15	0	32832	32799	32887	32799	32593	32705	32676	32692	
16	0	33017	32567	32791	32623	32731	32739	32721	32647	
17	0	33133	32835	32713	32646	32636	32733	32642	32629	
18	0	33087	32767	32711	32743	32701	32655	32726	32543	
19	0	33223	32761	32667	32799	32695	32775	32599	32669	
20	0	33252	32855	32711	32689	32767	32717	32615	32565	
21	0	32847	32786	32730	32643	32935	32863	32639	32604	
22	0	32653	32711	32739	32685	32647	32683	32749	32603	
23	0	32596	32431	32751	32643	32756	32637	32803	32703	
24	0	32546	32366	32739	32725	32671	32795	32775	32749	
25	0	32653	32575	32831	32707	32801	32742	32751	32679	
26	0	32788	32572	32775	32666	32743	32811	32857	32742	
