# OpenSignals Text File Format
# {"00:07:80:64:6D:DA": {"sensor": ["CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V"], "device name": "Plataforma", "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4"], "sync interval": 2, "time": "10:14:51.866", "comments": "", "device connection": "BTH00:07:80:64:6D:DA", "channels": [1, 2, 3, 4], "date": "2017-6-2", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1", "CH2", "CH3", "CH4"], "resolution": [16, 16, 16, 16], "special": [{}, {}, {}, {}]}, "00:07:80:3B:46:38": {"sensor": ["CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V", "CUSTOM/0.5/1.0/V"], "device name": "EMGs", "column": ["nSeq", "DI", "RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "sync interval": 2, "time": "10:14:51.866", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-6-2", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 1, "sampling rate": 1000, "label": ["RA_L", "RA_R", "OE_L", "OE:R", "IL_L", "IL_R", "MF_L", "MF_R"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
910	0	152	1247	29	1956	0	0	32791	32867	32997	32862	32311	32847	32199	32847	
911	0	177	1252	29	1945	1	0	32687	32919	32735	33111	32813	32727	33371	32791	
912	0	102	1223	30	1946	2	0	32792	32813	32258	33645	32931	32660	33899	32727	
913	0	140	1176	29	1967	3	0	32944	32631	32303	33711	33045	32847	34214	32373	
914	0	139	1201	29	1939	4	0	32895	32765	32274	33573	32975	32737	35875	32390	
915	0	137	1254	29	1941	5	0	32852	32799	32123	33159	32684	32404	34875	32644	
916	0	99	1252	28	1905	6	0	32735	33002	32428	33279	32831	31887	33223	32677	
917	0	129	1248	29	1956	7	0	32749	32847	32644	32877	32716	31743	32492	32587	
918	0	159	1200	28	1988	8	0	32687	32623	32567	32628	32489	32287	32263	32541	
919	0	141	1216	29	1972	9	0	32671	32644	32612	32219	32684	33159	32079	32635	
920	0	123	1226	28	1988	10	0	32767	32711	32605	31911	32725	33629	32130	32823	
921	0	147	1160	27	1947	11	0	32826	32835	32893	32159	32706	33607	32247	32838	
922	0	132	1221	28	2013	12	0	32754	32689	32610	32631	32731	32841	32263	32765	
923	0	163	1238	29	1967	13	0	32647	32931	32662	32713	32655	32791	32445	32802	
924	0	90	1220	30	1988	14	0	32599	32887	32751	32681	32666	32854	32442	32626	
925	0	112	1236	28	1967	15	0	32668	32884	32836	32699	32677	32975	32351	32605	
926	0	85	1293	27	1956	16	0	32761	32702	32791	32738	32631	33059	32275	32685	
927	0	134	1233	29	1936	17	0	32928	32607	32471	32613	32839	33135	32423	32771	
928	0	129	1233	29	1981	18	0	32816	32767	32543	32711	32747	33175	32895	32588	
929	0	176	1284	28	1978	19	0	32773	32837	32494	32578	32775	33238	32719	32647	
930	0	138	1264	29	2004	20	0	32741	32855	32563	32673	32703	33135	32731	32637	
931	0	99	1263	30	1994	21	0	32765	32871	32885	32191	32937	32863	32735	32609	
932	0	104	1199	28	1971	22	0	32818	32749	32747	31610	32756	33062	32707	32615	
933	0	160	1236	28	1950	23	0	32843	32565	32813	31620	32806	32999	32708	32743	
934	0	161	1177	29	1954	24	0	32868	32849	32556	32019	32766	33247	32708	32799	
935	0	129	1264	30	2002	25	0	32764	32935	32387	31973	32719	33299	32751	32739	
936	0	100	1254	29	1988	26	0	32724	32748	32663	32835	32587	32695	32797	32677	
937	0	120	1252	28	1968	27	0	32722	32867	32657	33451	32577	32182	32799	32677	
938	0	114	1220	29	1977	28	0	32741	32921	32996	33637	32671	31903	32931	32735	
939	0	152	1228	29	1998	29	0	32703	32991	33051	33593	32581	31596	32989	32715	
940	0	130	1228	30	1967	30	0	32647	32900	33096	33845	32705	31493	33023	32837	
